team_name,1試合平均シュート数,1試合平均枠内シュート数,シュート決定率,1試合平均得点数,1試合平均パス数,パス成功率,1試合平均ドリブル数,ドリブル成功率,1試合平均スルーパス数,スルーパス成功率,1試合平均クロス数,1試合平均空中戦勝利数,空中戦勝率,平均ボール支配率,1試合平均チャンスクリエイト数,1試合平均1vs1勝利数,1試合平均こぼれ球奪取数,ゴール期待値,1試合平均走行距離,1試合平均スプリント回数,1試合平均Atスプリント回数,1試合平均Mtスプリント回数,1試合平均Dtスプリント回数,1試合平均ポゼッション時の走行距離,1試合平均ポゼッション時のスプリント回数,1試合平均被シュート数,1試合平均被枠内シュート数,1試合平均失点数,1試合平均クリア数,1試合平均タックル数,タックル成功率,1試合平均ブロック数,1試合平均インターセプト数,被ゴール期待値,1試合平均被ゴール期待値,被ゴール期待値 ※PKを除く,クリーンシート総数,stats_missing_ratio
京都サンガF.C.,13.1,4.3,8.6,1.1,383.8,68.7,8.3,54.5,15.6,40.8,14.3,19.6,47.0,52.5,10.9,16.2,38.1,18.6,114.0,157.0,58.0,53.0,46.0,30.0,69.0,12.8,3.4,1.4,24.8,18.1,64.5,22.3,1.3,24.1,1.5,23.2,1.0,0.0
名古屋グランパス,13.5,4.6,13.0,1.8,428.9,75.6,10.3,58.5,14.2,44.9,16.4,15.6,51.3,51.3,11.7,19.2,36.0,23.1,113.0,138.0,54.0,45.0,39.0,32.0,69.0,14.2,4.8,1.1,24.3,19.4,68.1,20.3,1.4,21.8,1.3,21.0,5.0,0.0
川崎フロンターレ,11.1,3.3,10.7,1.2,497.6,81.1,9.7,51.6,15.8,49.6,13.6,9.6,43.4,49.6,10.8,15.4,34.0,17.3,113.0,119.0,49.0,37.0,33.0,31.0,60.0,14.9,4.5,1.6,20.9,15.9,65.7,19.8,1.6,27.2,1.7,26.4,3.0,0.0
東京ヴェルディ,9.4,2.8,11.9,1.1,375.2,73.6,8.8,34.3,8.4,44.0,10.4,16.5,51.1,43.9,7.7,15.3,28.3,14.4,120.0,145.0,51.0,47.0,47.0,30.0,54.0,10.2,3.0,1.2,23.4,19.0,64.5,22.0,1.4,17.3,1.0,15.7,5.0,0.0
柏レイソル,13.2,3.4,7.6,1.0,571.3,82.4,13.4,51.9,19.4,53.1,16.1,10.7,53.4,55.9,14.0,19.4,32.4,22.9,120.0,135.0,57.0,46.0,33.0,40.0,69.0,11.3,3.9,1.4,18.9,17.6,70.8,15.6,1.3,19.6,1.2,18.0,4.0,0.0
横浜F・マリノス,11.4,2.9,12.1,1.4,378.6,73.4,10.3,50.0,12.7,45.8,13.6,13.8,47.3,47.2,9.3,17.0,26.2,18.9,117.0,136.0,45.0,38.0,52.0,30.0,53.0,10.6,3.7,1.8,22.2,18.3,64.8,17.7,0.9,18.6,1.1,17.0,2.0,0.0
水戸ホーリーホック,11.0,3.3,10.2,1.1,437.7,77.2,11.2,46.9,9.2,46.3,11.3,13.6,45.7,50.1,8.8,14.9,30.4,16.1,118.0,130.0,47.0,42.0,41.0,32.0,56.0,11.8,4.3,1.9,20.6,15.0,64.2,19.9,1.9,23.7,1.4,20.5,2.0,0.0
浦和レッズ,14.1,4.4,11.1,1.6,459.9,78.7,11.3,54.7,14.1,55.3,13.4,13.1,49.8,51.9,10.7,18.6,31.9,23.8,116.0,144.0,52.0,47.0,45.0,33.0,65.0,11.8,2.9,1.1,20.4,19.3,64.3,19.3,1.4,17.9,1.1,15.5,6.0,0.0
清水エスパルス,10.6,2.9,10.6,1.1,402.5,70.3,7.1,47.4,12.6,44.1,14.1,20.9,47.3,49.4,8.1,13.8,38.1,18.8,112.0,127.0,48.0,37.0,42.0,29.0,60.0,12.4,3.9,1.1,24.2,15.9,65.7,20.4,1.8,23.3,1.4,22.5,3.0,0.0
鹿島アントラーズ,11.9,3.8,13.6,1.6,526.3,81.2,8.3,44.7,15.4,52.0,13.1,14.1,56.0,54.7,11.1,14.1,33.2,23.2,113.0,134.0,53.0,45.0,36.0,35.0,70.0,11.9,2.8,0.6,19.3,17.6,58.9,20.3,1.8,16.8,1.0,16.0,9.0,0.0
