team_name,1試合平均シュート数,1試合平均枠内シュート数,シュート決定率,1試合平均得点数,1試合平均パス数,パス成功率,1試合平均ドリブル数,ドリブル成功率,1試合平均スルーパス数,スルーパス成功率,1試合平均クロス数,1試合平均空中戦勝利数,空中戦勝率,平均ボール支配率,1試合平均チャンスクリエイト数,1試合平均1vs1勝利数,1試合平均こぼれ球奪取数,ゴール期待値,1試合平均被シュート数,1試合平均被枠内シュート数,1試合平均失点数,1試合平均クリア数,1試合平均タックル数,タックル成功率,1試合平均ブロック数,1試合平均インターセプト数,被ゴール期待値,1試合平均被ゴール期待値,被ゴール期待値 ※PKを除く,クリーンシート総数,stats_missing_ratio
新潟,12.0,3.5,8.3,1.0,412.5,71.9,13.0,42.3,9.0,38.9,11.0,15.5,48.4,47.4,7.5,21.0,29.5,2.7,14.0,3.0,1.0,25.0,25.5,60.8,22.5,1.0,2.4,1.2,2.4,,0.033
札幌,10.5,4.0,14.3,1.5,506.5,78.0,13.0,42.3,11.0,36.4,12.0,12.0,44.4,52.8,8.5,15.5,24.0,2.2,10.5,3.5,1.0,14.5,14.0,71.4,14.0,1.5,2.6,1.3,1.8,1.0,0.0
栃木C,20.0,7.0,12.5,2.5,351.5,72.7,12.5,56.0,8.5,58.8,12.5,20.5,51.9,49.2,16.5,17.5,44.5,6.3,15.5,3.5,1.0,35.0,18.5,56.8,28.0,2.0,3.3,1.6,2.5,1.0,0.0
横浜FC,17.0,4.0,11.8,2.0,356.0,75.0,12.5,60.0,9.5,52.6,12.5,12.0,50.0,46.6,11.5,14.5,36.0,3.8,10.0,3.0,0.5,26.5,12.5,56.0,16.5,3.5,2.1,1.0,1.3,1.0,0.0
湘南,12.5,4.5,8.0,1.0,427.5,76.4,11.5,56.5,12.5,56.0,13.0,20.5,48.2,47.4,11.0,16.5,33.0,1.8,11.5,3.0,,26.0,17.0,58.8,15.0,0.5,1.3,0.6,1.3,2.0,0.033
甲府,10.5,2.5,4.8,0.5,389.5,71.5,7.0,50.0,11.0,40.9,19.5,17.0,47.9,46.7,8.5,14.0,40.0,1.6,15.0,4.0,1.5,28.5,13.0,80.8,19.0,3.0,3.1,1.5,2.3,,0.033
磐田,14.5,3.5,6.9,1.0,452.5,73.5,7.0,42.9,12.0,45.8,15.0,21.5,49.4,55.3,12.0,13.5,42.5,3.6,12.5,3.0,2.0,22.5,19.5,53.8,21.0,0.5,2.8,1.4,2.1,,0.033
秋田,8.5,1.0,5.9,0.5,256.5,50.9,7.0,50.0,12.5,36.0,15.5,28.0,49.6,39.0,6.0,16.5,30.0,1.3,27.0,7.0,2.5,22.5,21.5,60.5,21.5,1.0,5.5,2.7,5.5,,0.033
藤枝,8.5,3.0,29.4,2.5,278.5,61.4,8.5,47.1,10.0,60.0,9.0,16.0,40.0,40.3,7.5,12.5,35.5,3.2,11.5,3.5,0.5,24.0,14.0,60.7,22.5,0.5,2.3,1.1,1.5,1.0,0.0
鳥栖,15.0,6.5,6.7,1.0,451.5,82.7,9.0,33.3,10.0,45.0,10.5,13.0,65.0,50.9,11.5,12.0,27.5,3.5,10.5,2.0,,38.0,10.5,85.7,18.0,,1.7,0.8,1.7,2.0,0.067
