team_name,1試合平均シュート数,1試合平均枠内シュート数,シュート決定率,1試合平均得点数,1試合平均パス数,パス成功率,1試合平均ドリブル数,ドリブル成功率,1試合平均スルーパス数,スルーパス成功率,1試合平均クロス数,1試合平均空中戦勝利数,空中戦勝率,平均ボール支配率,1試合平均チャンスクリエイト数,1試合平均1vs1勝利数,1試合平均こぼれ球奪取数,ゴール期待値,1試合平均走行距離,1試合平均スプリント回数,1試合平均Atスプリント回数,1試合平均Mtスプリント回数,1試合平均Dtスプリント回数,1試合平均ポゼッション時の走行距離,1試合平均ポゼッション時のスプリント回数,1試合平均被シュート数,1試合平均被枠内シュート数,1試合平均失点数,1試合平均クリア数,1試合平均タックル数,タックル成功率,1試合平均ブロック数,1試合平均インターセプト数,被ゴール期待値,1試合平均被ゴール期待値,被ゴール期待値 ※PKを除く,クリーンシート総数,stats_missing_ratio
京都サンガF.C.,13.1,4.0,8.5,1.1,382.1,67.8,8.2,62.2,17.3,42.3,15.4,18.2,45.1,52.1,11.0,17.2,40.1,10.8,114.0,157.0,59.0,54.0,44.0,30.0,71.0,13.6,3.9,1.1,27.1,17.8,68.1,25.4,0.8,15.6,1.7,14.8,1.0,0.0
名古屋グランパス,15.0,4.8,10.4,1.6,431.9,75.4,10.3,60.2,16.7,45.3,16.8,18.9,56.9,51.5,13.2,19.7,37.5,14.2,114.0,141.0,53.0,46.0,42.0,33.0,70.0,16.0,4.9,1.1,23.3,20.2,66.5,20.6,1.8,13.0,1.4,13.0,3.0,0.0
川崎フロンターレ,12.2,3.7,12.7,1.6,505.3,81.4,10.9,52.0,17.8,48.1,14.0,10.6,44.8,50.3,13.0,15.6,34.5,11.8,115.0,119.0,50.0,38.0,31.0,32.0,61.0,16.6,4.7,1.8,20.3,15.8,62.7,22.4,1.4,17.8,1.9,17.8,2.0,0.0
東京ヴェルディ,8.3,2.8,16.0,1.3,419.6,75.9,9.3,27.4,7.9,45.1,11.3,16.2,50.3,47.1,7.5,14.8,27.9,7.3,121.0,149.0,54.0,47.0,47.0,32.0,60.0,10.3,3.2,1.6,20.9,18.8,65.1,21.6,1.6,11.1,1.2,9.5,2.0,0.0
柏レイソル,15.3,4.3,10.1,1.6,590.2,82.9,14.9,53.0,21.0,56.1,18.0,10.3,52.0,57.4,17.8,21.3,35.2,16.5,122.0,136.0,59.0,44.0,32.0,41.0,70.0,9.9,3.4,1.4,17.6,18.8,71.6,15.8,1.3,9.8,1.0,8.9,3.0,0.0
横浜F・マリノス,11.8,2.9,11.3,1.3,369.0,72.4,10.3,54.8,12.7,45.6,14.0,13.4,47.5,45.4,9.0,19.3,26.7,12.0,118.0,140.0,47.0,39.0,54.0,30.0,54.0,10.2,3.5,1.7,20.6,20.9,65.4,17.3,1.0,11.0,1.2,10.1,2.0,0.0
水戸ホーリーホック,11.8,3.4,8.5,1.0,427.2,75.7,9.9,44.9,10.6,46.3,10.1,15.1,48.2,49.4,9.1,13.2,32.2,9.9,118.0,133.0,48.0,44.0,41.0,32.0,57.0,10.8,3.1,1.7,23.8,13.9,63.2,19.4,2.3,12.8,1.4,10.4,1.0,0.0
浦和レッズ,13.8,4.3,10.5,1.4,415.1,75.4,10.9,60.2,15.1,52.2,12.6,13.6,48.2,49.3,10.2,20.2,33.2,14.2,117.0,151.0,54.0,48.0,50.0,32.0,67.0,14.2,3.7,1.2,22.8,21.3,64.1,22.0,1.7,12.0,1.3,10.4,3.0,0.0
清水エスパルス,10.6,3.0,11.3,1.2,402.2,68.0,7.9,41.8,13.0,43.1,15.3,22.5,46.6,48.5,8.2,14.5,42.4,12.6,114.0,126.0,49.0,35.0,42.0,28.0,59.0,11.6,3.7,0.9,26.4,16.6,67.5,22.2,1.8,12.5,1.2,11.7,3.0,0.0
鹿島アントラーズ,12.2,3.9,14.5,1.8,527.2,81.5,8.0,40.3,17.0,54.2,13.2,12.9,54.7,54.0,12.2,13.8,32.9,13.9,113.0,132.0,54.0,42.0,36.0,35.0,71.0,11.0,2.9,0.6,20.0,17.8,59.4,22.0,2.2,9.2,1.0,8.4,5.0,0.0
