team_name,1試合平均シュート数,1試合平均枠内シュート数,シュート決定率,1試合平均得点数,1試合平均パス数,パス成功率,1試合平均ドリブル数,ドリブル成功率,1試合平均スルーパス数,スルーパス成功率,1試合平均クロス数,1試合平均空中戦勝利数,空中戦勝率,平均ボール支配率,1試合平均チャンスクリエイト数,1試合平均1vs1勝利数,1試合平均こぼれ球奪取数,ゴール期待値,1試合平均被シュート数,1試合平均被枠内シュート数,1試合平均失点数,1試合平均クリア数,1試合平均タックル数,タックル成功率,1試合平均ブロック数,1試合平均インターセプト数,被ゴール期待値,1試合平均被ゴール期待値,被ゴール期待値 ※PKを除く,クリーンシート総数,stats_missing_ratio
新潟,9.1,2.9,13.7,1.3,417.4,73.6,10.3,37.8,13.1,45.7,11.1,17.0,46.9,48.6,6.5,16.4,35.0,8.4,12.9,4.6,1.1,28.5,19.5,64.1,21.8,2.3,9.0,1.1,9.0,5.0,0.0
札幌,11.5,2.6,7.6,0.9,550.3,77.9,9.4,45.3,13.3,43.4,14.8,15.3,50.0,54.7,11.4,16.0,35.9,10.7,13.3,3.8,1.4,20.1,19.3,61.0,21.8,1.8,11.6,1.4,11.6,2.0,0.0
栃木C,10.0,3.1,11.3,1.1,426.5,71.6,15.6,52.0,11.1,48.3,14.8,17.1,48.8,52.0,8.1,19.1,37.6,7.8,15.6,5.0,2.3,27.6,17.3,63.8,20.3,0.8,11.4,1.4,11.4,1.0,0.0
横浜FC,15.4,4.3,12.2,1.9,458.5,73.7,13.9,50.5,10.3,40.2,18.9,15.0,50.0,57.2,10.8,20.1,38.5,11.7,10.8,4.9,1.8,17.0,18.8,70.0,18.1,0.8,8.4,1.0,7.6,1.0,0.0
湘南,12.6,5.0,16.8,2.1,454.0,74.1,12.8,46.1,14.5,40.5,13.6,19.1,52.8,54.3,11.1,20.3,37.6,8.9,11.5,2.1,0.8,24.3,22.5,63.9,21.3,1.5,8.5,1.0,7.7,3.0,0.0
甲府,9.4,2.8,14.7,1.4,378.6,68.2,10.1,40.7,12.4,45.5,13.6,19.3,47.4,47.9,8.4,20.4,39.1,6.4,11.1,3.6,0.6,29.1,25.4,64.0,23.6,2.6,9.0,1.1,8.2,3.0,0.0
磐田,11.5,2.4,4.3,0.5,460.4,73.2,9.8,51.3,12.4,47.5,19.0,21.0,52.0,52.3,9.0,16.6,36.8,9.2,10.3,4.0,1.4,18.1,18.0,64.6,19.8,1.3,10.2,1.2,9.4,2.0,0.0
秋田,11.9,3.1,11.6,1.4,287.9,53.7,9.0,43.1,7.5,43.3,13.0,31.1,54.8,43.6,7.4,16.0,40.9,10.6,10.0,3.0,0.6,31.4,17.9,67.8,23.4,1.3,7.8,0.9,7.0,5.0,0.0
藤枝,11.4,3.8,13.2,1.5,347.4,69.4,13.8,49.1,11.5,42.4,13.6,17.4,49.6,47.7,10.5,19.5,32.3,10.9,15.3,3.8,1.3,31.0,20.8,61.4,21.1,1.0,13.7,1.7,12.9,1.0,0.0
鳥栖,14.3,4.0,7.9,1.1,548.3,79.8,15.1,50.4,10.3,43.9,15.3,14.4,44.7,58.0,10.5,18.4,36.3,10.8,9.5,3.3,1.0,22.9,15.8,68.3,17.9,1.4,7.6,0.9,7.6,3.0,0.0
