team_name,1試合平均シュート数,1試合平均枠内シュート数,シュート決定率,1試合平均得点数,1試合平均パス数,パス成功率,1試合平均ドリブル数,ドリブル成功率,1試合平均スルーパス数,スルーパス成功率,1試合平均クロス数,1試合平均空中戦勝利数,空中戦勝率,平均ボール支配率,1試合平均チャンスクリエイト数,1試合平均1vs1勝利数,1試合平均こぼれ球奪取数,ゴール期待値,1試合平均走行距離,1試合平均スプリント回数,1試合平均Atスプリント回数,1試合平均Mtスプリント回数,1試合平均Dtスプリント回数,1試合平均ポゼッション時の走行距離,1試合平均ポゼッション時のスプリント回数,1試合平均被シュート数,1試合平均被枠内シュート数,1試合平均失点数,1試合平均クリア数,1試合平均タックル数,タックル成功率,1試合平均ブロック数,1試合平均インターセプト数,被ゴール期待値,1試合平均被ゴール期待値,被ゴール期待値 ※PKを除く,クリーンシート総数,stats_missing_ratio
京都サンガF.C.,10.0,3.0,10.0,1.0,487.0,78.2,6.0,66.7,13.0,61.5,18.0,13.0,59.1,55.4,12.0,12.0,28.0,0.8,112.0,131.0,53.0,48.0,30.0,33.0,71.0,14.0,4.0,2.0,31.0,13.0,61.5,15.0,2.0,1.5,1.5,1.5,,0.027
名古屋グランパス,17.0,6.0,,,637.0,82.9,12.0,41.7,9.0,66.7,22.0,13.0,39.4,66.7,16.0,11.0,57.0,1.0,106.0,95.0,45.0,29.0,21.0,32.0,57.0,14.0,6.0,1.0,20.0,12.0,50.0,19.0,,1.5,1.5,1.5,,0.108
川崎フロンターレ,15.0,4.0,6.7,1.0,667.0,83.8,14.0,64.3,10.0,50.0,20.0,14.0,51.9,66.5,12.0,12.0,44.0,1.5,111.0,108.0,56.0,25.0,27.0,36.0,66.0,14.0,4.0,1.0,11.0,8.0,37.5,19.0,1.0,2.0,2.0,2.0,,0.027
東京ヴェルディ,14.0,4.0,7.1,1.0,295.0,72.2,9.0,33.3,9.0,55.6,4.0,13.0,48.1,33.5,15.0,14.0,24.0,2.0,117.0,116.0,44.0,38.0,34.0,22.0,45.0,15.0,4.0,1.0,33.0,15.0,73.3,21.0,1.0,1.5,1.5,1.5,,0.027
柏レイソル,9.0,7.0,22.2,2.0,594.0,85.2,12.0,50.0,21.0,42.9,12.0,10.0,45.5,51.9,10.0,15.0,23.0,1.0,117.0,112.0,48.0,34.0,30.0,39.0,68.0,15.0,4.0,1.0,15.0,14.0,64.3,21.0,1.0,1.9,1.9,1.1,,0.027
横浜F・マリノス,10.0,4.0,30.0,3.0,285.0,63.2,8.0,62.5,7.0,57.1,9.0,14.0,42.4,37.6,8.0,19.0,29.0,1.4,121.0,126.0,31.0,36.0,59.0,23.0,34.0,19.0,5.0,4.0,33.0,21.0,66.7,24.0,,2.9,2.9,2.1,,0.054
水戸ホーリーホック,15.0,4.0,6.7,1.0,510.0,83.3,5.0,60.0,5.0,40.0,11.0,12.0,54.5,48.1,11.0,12.0,34.0,1.9,119.0,120.0,47.0,32.0,41.0,28.0,40.0,9.0,7.0,2.0,12.0,17.0,52.9,21.0,1.0,1.0,1.0,1.0,,0.027
浦和レッズ,19.0,6.0,15.8,3.0,296.0,75.7,17.0,47.1,10.0,70.0,12.0,20.0,55.6,39.5,15.0,14.0,33.0,2.5,110.0,118.0,44.0,45.0,29.0,22.0,49.0,11.0,9.0,4.0,21.0,11.0,54.5,17.0,1.0,1.0,1.0,1.0,,0.027
清水エスパルス,14.0,6.0,7.1,1.0,206.0,63.1,12.0,58.3,9.0,66.7,13.0,20.0,60.6,33.3,14.0,14.0,28.0,1.5,104.0,118.0,25.0,43.0,50.0,19.0,44.0,17.0,6.0,,45.0,16.0,43.8,18.0,1.0,1.0,1.0,1.0,1.0,0.027
鹿島アントラーズ,19.0,5.0,21.1,4.0,610.0,79.2,11.0,63.6,23.0,39.1,18.0,19.0,57.6,62.4,21.0,17.0,48.0,2.9,117.0,137.0,74.0,35.0,28.0,37.0,89.0,10.0,4.0,3.0,25.0,16.0,62.5,12.0,,1.4,1.4,1.4,,0.054
