team_name,1試合平均シュート数,1試合平均枠内シュート数,シュート決定率,1試合平均得点数,1試合平均パス数,パス成功率,1試合平均ドリブル数,ドリブル成功率,1試合平均スルーパス数,スルーパス成功率,1試合平均クロス数,1試合平均空中戦勝利数,空中戦勝率,平均ボール支配率,1試合平均チャンスクリエイト数,1試合平均1vs1勝利数,1試合平均こぼれ球奪取数,ゴール期待値,1試合平均走行距離,1試合平均スプリント回数,1試合平均Atスプリント回数,1試合平均Mtスプリント回数,1試合平均Dtスプリント回数,1試合平均ポゼッション時の走行距離,1試合平均ポゼッション時のスプリント回数,1試合平均被シュート数,1試合平均被枠内シュート数,1試合平均失点数,1試合平均クリア数,1試合平均タックル数,タックル成功率,1試合平均ブロック数,1試合平均インターセプト数,被ゴール期待値,1試合平均被ゴール期待値,被ゴール期待値 ※PKを除く,クリーンシート総数,stats_missing_ratio
アビスパ福岡,12.0,4.0,8.3,1.0,452.0,75.7,13.0,69.2,8.0,25.0,13.0,16.0,53.3,56.7,6.0,18.0,36.0,0.9,110.0,94.0,33.0,33.0,28.0,32.0,38.0,5.0,1.0,1.0,15.0,15.0,60.0,21.0,2.0,0.6,0.6,0.6,0.0,0.0
ヴィッセル神戸,11.0,2.0,9.1,1.0,342.0,63.7,7.0,71.4,16.0,68.8,11.0,26.0,59.1,49.8,10.0,14.0,38.0,1.0,111.0,146.0,44.0,41.0,61.0,29.0,58.0,14.0,5.0,1.0,22.0,14.0,64.3,31.0,0.0,1.1,1.1,1.1,0.0,0.0
Ｖ・ファーレン長崎,11.0,2.0,9.1,1.0,567.0,82.7,14.0,35.7,13.0,53.8,6.0,20.0,58.8,54.9,5.0,14.0,30.0,1.2,114.0,147.0,66.0,44.0,37.0,33.0,79.0,18.0,6.0,3.0,19.0,13.0,69.2,13.0,0.0,1.7,1.7,1.7,0.0,0.0
水戸ホーリーホック,9.0,1.0,11.1,1.0,658.0,82.2,15.0,53.3,13.0,38.5,13.0,21.0,46.7,59.1,6.0,18.0,30.0,0.4,127.0,119.0,45.0,37.0,37.0,42.0,54.0,7.0,3.0,3.0,22.0,17.0,58.8,15.0,0.0,0.7,0.7,0.7,0.0,0.0
鹿島アントラーズ,8.0,2.0,12.5,1.0,375.0,75.2,6.0,33.3,12.0,50.0,10.0,13.0,40.6,42.5,5.0,9.0,31.0,0.8,112.0,152.0,44.0,46.0,62.0,29.0,67.0,21.0,7.0,1.0,37.0,13.0,53.8,37.0,1.0,1.8,1.8,1.8,0.0,0.0
ＦＣ町田ゼルビア,8.0,4.0,37.5,3.0,311.0,62.1,7.0,71.4,12.0,41.7,5.0,14.0,58.3,40.5,5.0,15.0,33.0,0.5,120.0,110.0,30.0,38.0,42.0,27.0,51.0,16.0,4.0,2.0,31.0,11.0,90.9,21.0,1.0,2.1,2.1,1.3,0.0,0.0
東京ヴェルディ,7.0,3.0,42.9,3.0,445.0,74.8,9.0,33.3,10.0,60.0,10.0,24.0,53.3,40.9,8.0,12.0,29.0,0.7,129.0,154.0,55.0,56.0,43.0,35.0,70.0,9.0,1.0,1.0,18.0,15.0,60.0,20.0,4.0,0.4,0.4,0.4,0.0,0.0
清水エスパルス,6.0,2.0,0.0,0.0,415.0,72.3,9.0,33.3,13.0,23.1,18.0,14.0,41.2,46.8,7.0,12.0,45.0,0.8,112.0,89.0,29.0,32.0,28.0,27.0,36.0,14.0,3.0,1.0,27.0,14.0,64.3,18.0,1.0,1.4,1.4,1.4,0.0,0.0
ファジアーノ岡山,5.0,1.0,20.0,1.0,311.0,64.6,7.0,14.3,6.0,50.0,11.0,14.0,46.7,43.3,4.0,5.0,22.0,0.6,106.0,100.0,46.0,30.0,24.0,26.0,45.0,12.0,4.0,1.0,22.0,9.0,44.4,21.0,1.0,0.9,0.9,0.9,0.0,0.0
セレッソ大阪,4.0,1.0,0.0,0.0,199.0,60.8,6.0,33.3,6.0,33.3,5.0,16.0,53.3,30.0,5.0,20.0,37.0,0.2,116.0,101.0,21.0,45.0,35.0,23.0,41.0,20.0,3.0,0.0,49.0,22.0,81.8,29.0,0.0,1.4,1.4,1.4,1.0,0.0
