第●節,試合日,match_id,datetime,stadium,home_team,away_team,home_score,away_score,status,match_url,comment_url_player,comment_url_coach,tracking_data_url,photo_url,recap_url
,2024-04-03,,2024-04-03 19:03,三協Ｆ柏,柏,Ｃ大阪,1,1,試合終了,,,,,,
,2024-04-03,,2024-04-03 19:03,Ｇスタ,町田,広島,1,2,試合終了,,,,,,
,2024-04-03,,2024-04-03 19:03,日産ス,横浜FM,川崎Ｆ,0,0,試合終了,,,,,,
,2024-04-03,,2024-04-03 19:03,レモンＳ,湘南,東京Ｖ,1,2,試合終了,,,,,,
,2024-04-03,,2024-04-03 19:03,ヤマハ,磐田,新潟,2,0,試合終了,,,,,,
,2024-04-03,,2024-04-03 19:03,パナスタ,Ｇ大阪,京都,0,0,試合終了,,,,,,
,2024-04-03,,2024-04-03 19:03,ベススタ,福岡,鹿島,1,0,試合終了,,,,,,
,2024-04-03,,2024-04-03 19:04,駅スタ,鳥栖,神戸,0,0,試合終了,,,,,,
,2024-04-03,,2024-04-03 19:33,プレド,札幌,名古屋,1,2,試合終了,,,,,,
,2024-04-03,,2024-04-03 19:33,国立,FC東京,浦和,2,1,試合終了,,,,,,
,2024-04-06,,2024-04-06 14:03,プレド,札幌,Ｇ大阪,1,0,試合終了,,,,,,
,2024-04-07,,2024-04-07 13:03,味スタ,東京Ｖ,柏,1,1,試合終了,,,,,,
,2024-04-07,,2024-04-07 14:03,デンカＳ,新潟,Ｃ大阪,0,1,試合終了,,,,,,
,2024-04-07,,2024-04-07 14:03,サンガＳ,京都,磐田,0,3,試合終了,,,,,,
,2024-04-07,,2024-04-07 14:03,ノエスタ,神戸,横浜FM,1,2,試合終了,,,,,,
,2024-04-07,,2024-04-07 14:03,Ｅピース,広島,湘南,2,0,試合終了,,,,,,
,2024-04-07,,2024-04-07 15:03,埼玉,浦和,鳥栖,3,0,試合終了,,,,,,
,2024-04-07,,2024-04-07 15:03,Ｕ等々力,川崎Ｆ,町田,0,1,試合終了,,,,,,
,2024-04-07,,2024-04-07 15:03,豊田ス,名古屋,福岡,0,0,試合終了,,,,,,
,2024-04-07,,2024-04-07 17:04,国立,FC東京,鹿島,2,0,試合終了,,,,,,
,2024-04-10,,2024-04-10 19:03,日産ス,横浜FM,Ｇ大阪,2,0,試合終了,,,,,,
,2024-04-12,,2024-04-12 19:03,三協Ｆ柏,柏,浦和,1,0,試合終了,,,,,,
,2024-04-13,,2024-04-13 14:03,日産ス,横浜FM,湘南,2,2,試合終了,,,,,,
,2024-04-13,,2024-04-13 14:03,デンカＳ,新潟,札幌,1,1,試合終了,,,,,,
,2024-04-13,,2024-04-13 14:03,ヤマハ,磐田,名古屋,0,1,試合終了,,,,,,
,2024-04-13,,2024-04-13 14:05,ベススタ,福岡,広島,1,1,試合終了,,,,,,
,2024-04-13,,2024-04-13 15:03,カシマ,鹿島,京都,1,0,試合終了,,,,,,
,2024-04-13,,2024-04-13 15:03,国立,町田,神戸,1,2,試合終了,,,,,,
,2024-04-13,,2024-04-13 15:03,ヨドコウ,Ｃ大阪,川崎Ｆ,1,0,試合終了,,,,,,
,2024-04-13,,2024-04-13 16:03,味スタ,東京Ｖ,FC東京,2,2,試合終了,,,,,,
,2024-04-14,,2024-04-14 15:03,パナスタ,Ｇ大阪,鳥栖,2,1,試合終了,,,,,,
,2024-04-20,,2024-04-20 14:03,プレド,札幌,広島,1,1,試合終了,,,,,,
,2024-04-20,,2024-04-20 14:03,サンガＳ,京都,新潟,0,1,試合終了,,,,,,
,2024-04-20,,2024-04-20 14:04,駅スタ,鳥栖,鹿島,4,2,試合終了,,,,,,
,2024-04-20,,2024-04-20 15:03,レモンＳ,湘南,神戸,0,1,試合終了,,,,,,
,2024-04-20,,2024-04-20 15:03,ベススタ,福岡,磐田,2,2,試合終了,,,,,,
,2024-04-20,,2024-04-20 16:03,埼玉,浦和,Ｇ大阪,0,1,試合終了,,,,,,
,2024-04-20,,2024-04-20 16:03,Ｕ等々力,川崎Ｆ,東京Ｖ,0,0,試合終了,,,,,,
,2024-04-21,,2024-04-21 15:03,味スタ,FC東京,町田,1,2,試合終了,,,,,,
,2024-04-21,,2024-04-21 15:03,豊田ス,名古屋,Ｃ大阪,2,1,試合終了,,,,,,
,2024-04-27,,2024-04-27 13:03,プレド,札幌,湘南,3,3,試合終了,,,,,,
,2024-04-27,,2024-04-27 14:03,デンカＳ,新潟,FC東京,1,3,試合終了,,,,,,
,2024-04-27,,2024-04-27 14:03,ヤマハ,磐田,町田,2,0,試合終了,,,,,,
,2024-04-27,,2024-04-27 14:03,ノエスタ,神戸,京都,0,1,試合終了,,,,,,
,2024-04-27,,2024-04-27 15:03,ヨドコウ,Ｃ大阪,横浜FM,2,2,試合終了,,,,,,
,2024-04-28,,2024-04-28 14:03,味スタ,東京Ｖ,福岡,0,0,試合終了,,,,,,
,2024-04-28,,2024-04-28 14:03,Ｅピース,広島,川崎Ｆ,2,2,試合終了,,,,,,
,2024-04-28,,2024-04-28 15:03,埼玉,浦和,名古屋,2,1,試合終了,,,,,,
,2024-04-28,,2024-04-28 15:03,三協Ｆ柏,柏,鳥栖,1,1,試合終了,,,,,,
,2024-04-28,,2024-04-28 15:03,パナスタ,Ｇ大阪,鹿島,1,2,試合終了,,,,,,
,2024-05-03,,2024-05-03 14:03,日産ス,横浜FM,磐田,1,1,試合終了,,,,,,
,2024-05-03,,2024-05-03 14:03,デンカＳ,新潟,広島,1,1,試合終了,,,,,,
,2024-05-03,,2024-05-03 15:03,カシマ,鹿島,湘南,3,1,試合終了,,,,,,
,2024-05-03,,2024-05-03 15:03,味スタ,FC東京,京都,2,1,試合終了,,,,,,
,2024-05-03,,2024-05-03 15:03,Ｇスタ,町田,柏,2,0,試合終了,,,,,,
,2024-05-03,,2024-05-03 15:03,ヨドコウ,Ｃ大阪,札幌,1,1,試合終了,,,,,,
,2024-05-03,,2024-05-03 15:04,駅スタ,鳥栖,東京Ｖ,0,2,試合終了,,,,,,
,2024-05-03,,2024-05-03 16:03,Ｕ等々力,川崎Ｆ,浦和,3,1,試合終了,,,,,,
,2024-05-03,,2024-05-03 16:03,ベススタ,福岡,Ｇ大阪,1,0,試合終了,,,,,,
,2024-05-03,,2024-05-03 19:03,豊田ス,名古屋,神戸,0,2,試合終了,,,,,,
,2024-05-06,,2024-05-06 13:03,味スタ,東京Ｖ,磐田,3,2,試合終了,,,,,,
,2024-05-06,,2024-05-06 13:03,ノエスタ,神戸,新潟,3,2,試合終了,,,,,,
,2024-05-06,,2024-05-06 13:07,パナスタ,Ｇ大阪,Ｃ大阪,1,0,試合終了,,,,,,
,2024-05-06,,2024-05-06 14:03,プレド,札幌,FC東京,1,2,試合終了,,,,,,
,2024-05-06,,2024-05-06 14:03,サンガＳ,京都,町田,0,3,試合終了,,,,,,
,2024-05-06,,2024-05-06 14:03,ベススタ,福岡,川崎Ｆ,1,1,試合終了,,,,,,
,2024-05-06,,2024-05-06 15:03,Ｅピース,広島,名古屋,2,3,試合終了,,,,,,
,2024-05-06,,2024-05-06 16:03,三協Ｆ柏,柏,鹿島,1,2,試合終了,,,,,,
,2024-05-06,,2024-05-06 16:04,レモンＳ,湘南,鳥栖,2,1,試合終了,,,,,,
,2024-05-06,,2024-05-06 17:03,埼玉,浦和,横浜FM,2,1,試合終了,,,,,,
,2024-05-11,,2024-05-11 14:03,デンカＳ,新潟,浦和,2,4,試合終了,,,,,,
,2024-05-11,,2024-05-11 14:03,ヤマハ,磐田,鳥栖,0,3,試合終了,,,,,,
,2024-05-11,,2024-05-11 14:03,サンガＳ,京都,福岡,2,3,試合終了,,,,,,
,2024-05-11,,2024-05-11 15:04,Ｕ等々力,川崎Ｆ,札幌,3,0,試合終了,,,,,,
,2024-05-11,,2024-05-11 15:03,レモンＳ,湘南,町田,0,0,試合終了,,,,,,
,2024-05-11,,2024-05-11 16:03,豊田ス,名古屋,Ｇ大阪,0,1,試合終了,,,,,,
,2024-05-11,,2024-05-11 16:03,ヨドコウ,Ｃ大阪,神戸,1,4,試合終了,,,,,,
,2024-05-11,,2024-05-11 17:03,味スタ,FC東京,柏,3,3,試合終了,,,,,,
,2024-05-12,,2024-05-12 13:10,カシマ,鹿島,東京Ｖ,3,3,試合終了,,,,,,
,2024-05-15,,2024-05-15 19:03,プレド,札幌,磐田,1,0,試合終了,,,,,,
,2024-05-15,,2024-05-15 19:03,三協Ｆ柏,柏,湘南,2,1,試合終了,,,,,,
,2024-05-15,,2024-05-15 19:03,味スタ,東京Ｖ,Ｇ大阪,0,0,試合終了,,,,,,
,2024-05-15,,2024-05-15 19:03,Ｇスタ,町田,Ｃ大阪,2,1,試合終了,,,,,,
,2024-05-15,,2024-05-15 19:03,デンカＳ,新潟,横浜FM,3,1,試合終了,,,,,,
,2024-05-15,,2024-05-15 19:03,豊田ス,名古屋,FC東京,3,1,試合終了,,,,,,
,2024-05-15,,2024-05-15 19:03,ノエスタ,神戸,福岡,1,0,試合終了,,,,,,
,2024-05-15,,2024-05-15 19:03,Ｅピース,広島,鹿島,1,3,試合終了,,,,,,
,2024-05-15,,2024-05-15 19:03,駅スタ,鳥栖,川崎Ｆ,5,2,試合終了,,,,,,
,2024-05-15,,2024-05-15 19:33,埼玉,浦和,京都,3,0,試合終了,,,,,,
,2024-05-18,,2024-05-18 16:03,ベススタ,福岡,Ｃ大阪,0,3,試合終了,,,,,,
,2024-05-18,,2024-05-18 19:04,駅スタ,鳥栖,名古屋,0,2,試合終了,,,,,,
,2024-05-19,,2024-05-19 14:03,Ｇスタ,町田,東京Ｖ,5,0,試合終了,,,,,,
,2024-05-19,,2024-05-19 14:03,エコパ,磐田,浦和,1,1,試合終了,,,,,,
,2024-05-19,,2024-05-19 14:03,サンガＳ,京都,広島,0,5,試合終了,,,,,,
,2024-05-19,,2024-05-19 15:03,カシマ,鹿島,神戸,1,0,試合終了,,,,,,
,2024-05-19,,2024-05-19 15:03,味スタ,FC東京,横浜FM,1,1,試合終了,,,,,,
,2024-05-19,,2024-05-19 15:03,パナスタ,Ｇ大阪,川崎Ｆ,3,1,試合終了,,,,,,
,2024-05-19,,2024-05-19 16:03,三協Ｆ柏,柏,札幌,2,1,試合終了,,,,,,
,2024-05-19,,2024-05-19 16:03,レモンＳ,湘南,新潟,2,1,試合終了,,,,,,
,2024-05-25,,2024-05-25 14:03,プレド,札幌,鹿島,0,3,試合終了,,,,,,
,2024-05-25,,2024-05-25 14:03,ヤマハ,磐田,湘南,3,2,試合終了,,,,,,
,2024-05-25,,2024-05-25 16:03,Ｕ等々力,川崎Ｆ,柏,1,1,試合終了,,,,,,
,2024-05-25,,2024-05-25 16:03,デンカＳ,新潟,福岡,1,2,試合終了,,,,,,
,2024-05-26,,2024-05-26 14:03,ノエスタ,神戸,東京Ｖ,0,1,試合終了,,,,,,
,2024-05-26,,2024-05-26 15:03,味スタ,FC東京,Ｇ大阪,0,1,試合終了,,,,,,
,2024-05-26,,2024-05-26 15:03,豊田ス,名古屋,京都,1,1,試合終了,,,,,,
,2024-05-26,,2024-05-26 15:03,ヨドコウ,Ｃ大阪,広島,1,1,試合終了,,,,,,
,2024-05-26,,2024-05-26 16:03,埼玉,浦和,町田,1,2,試合終了,,,,,,
,2024-05-29,,2024-05-29 19:03,日産ス,横浜FM,柏,4,0,試合終了,,,,,,
,2024-05-31,,2024-05-31 19:04,駅スタ,鳥栖,FC東京,0,1,試合終了,,,,,,
,2024-06-01,,2024-06-01 14:03,Ｅピース,広島,磐田,2,0,試合終了,,,,,,
,2024-06-01,,2024-06-01 15:03,国立,鹿島,横浜FM,3,2,試合終了,,,,,,
,2024-06-01,,2024-06-01 15:03,Ｇスタ,町田,新潟,1,3,試合終了,,,,,,
,2024-06-01,,2024-06-01 15:03,レモンＳ,湘南,Ｇ大阪,1,2,試合終了,,,,,,
,2024-06-01,,2024-06-01 16:03,埼玉,浦和,神戸,1,1,試合終了,,,,,,
,2024-06-01,,2024-06-01 19:04,サンガＳ,京都,Ｃ大阪,1,1,試合終了,,,,,,
,2024-06-02,,2024-06-02 13:08,味スタ,東京Ｖ,札幌,5,3,試合終了,,,,,,
,2024-06-02,,2024-06-02 17:13,Ｕ等々力,川崎Ｆ,名古屋,2,1,試合終了,,,,,,
,2024-06-02,,2024-06-02 19:03,三協Ｆ柏,柏,福岡,0,2,試合終了,,,,,,
,2024-06-15,,2024-06-15 16:03,日産ス,横浜FM,町田,1,3,試合終了,,,,,,
,2024-06-15,,2024-06-15 18:33,Ｅピース,広島,東京Ｖ,4,1,試合終了,,,,,,
,2024-06-15,,2024-06-15 19:03,サンガＳ,京都,札幌,2,0,試合終了,,,,,,
,2024-06-15,,2024-06-15 19:03,ヨドコウ,Ｃ大阪,浦和,2,1,試合終了,,,,,,
,2024-06-16,,2024-06-16 14:04,国立,神戸,川崎Ｆ,1,0,試合終了,,,,,,
,2024-06-16,,2024-06-16 15:33,ベススタ,福岡,鳥栖,2,0,試合終了,,,,,,
,2024-06-16,,2024-06-16 18:03,カシマ,鹿島,新潟,1,1,試合終了,,,,,,
,2024-06-16,,2024-06-16 18:03,味スタ,FC東京,磐田,1,1,試合終了,,,,,,
,2024-06-16,,2024-06-16 18:03,パナスタ,Ｇ大阪,柏,2,1,試合終了,,,,,,
,2024-06-16,,2024-06-16 18:48,豊田ス,名古屋,湘南,1,1,試合終了,,,,,,
,2024-06-19,,2024-06-19 19:03,ニッパツ,横浜FM,広島,3,2,試合終了,,,,,,
,2024-06-22,,2024-06-22 15:03,Ｇスタ,町田,福岡,0,0,試合終了,,,,,,
,2024-06-22,,2024-06-22 18:03,味スタ,東京Ｖ,名古屋,1,0,試合終了,,,,,,
,2024-06-22,,2024-06-22 18:03,デンカＳ,新潟,川崎Ｆ,2,2,試合終了,,,,,,
,2024-06-22,,2024-06-22 18:33,ヤマハ,磐田,Ｃ大阪,1,1,試合終了,,,,,,
,2024-06-22,,2024-06-22 18:33,パナスタ,Ｇ大阪,神戸,2,1,試合終了,,,,,,
,2024-06-22,,2024-06-22 19:03,埼玉,浦和,鹿島,2,2,試合終了,,,,,,
,2024-06-22,,2024-06-22 19:03,三協Ｆ柏,柏,広島,0,1,試合終了,,,,,,
,2024-06-22,,2024-06-22 19:03,レモンＳ,湘南,FC東京,0,1,試合終了,,,,,,
,2024-06-22,,2024-06-22 19:04,駅スタ,鳥栖,京都,3,0,試合終了,,,,,,
,2024-06-23,,2024-06-23 14:03,プレド,札幌,横浜FM,0,1,試合終了,,,,,,
,2024-06-26,,2024-06-26 19:03,カシマ,鹿島,Ｇ大阪,0,0,試合終了,,,,,,
,2024-06-26,,2024-06-26 19:03,味スタ,FC東京,札幌,1,0,試合終了,,,,,,
,2024-06-26,,2024-06-26 19:03,Ｕ等々力,川崎Ｆ,湘南,1,1,試合終了,,,,,,
,2024-06-26,,2024-06-26 19:03,ヤマハ,磐田,東京Ｖ,3,0,試合終了,,,,,,
,2024-06-26,,2024-06-26 19:03,豊田ス,名古屋,浦和,0,1,試合終了,,,,,,
,2024-06-26,,2024-06-26 19:03,サンガＳ,京都,柏,2,2,試合終了,,,,,,
,2024-06-26,,2024-06-26 19:03,ヨドコウ,Ｃ大阪,鳥栖,1,0,試合終了,,,,,,
,2024-06-26,,2024-06-26 19:03,ノエスタ,神戸,町田,0,0,試合終了,,,,,,
,2024-06-26,,2024-06-26 19:03,Ｅピース,広島,新潟,1,1,試合終了,,,,,,
,2024-06-26,,2024-06-26 19:03,ベススタ,福岡,横浜FM,2,1,試合終了,,,,,,
,2024-06-29,,2024-06-29 14:03,プレド,札幌,新潟,0,1,試合終了,,,,,,
,2024-06-29,,2024-06-29 19:03,Ｕ等々力,川崎Ｆ,広島,1,1,試合終了,,,,,,
,2024-06-29,,2024-06-29 19:03,日産ス,横浜FM,東京Ｖ,1,2,試合終了,,,,,,
,2024-06-30,,2024-06-30 18:03,パナスタ,Ｇ大阪,町田,1,3,試合終了,,,,,,
,2024-06-30,,2024-06-30 18:03,ヨドコウ,Ｃ大阪,名古屋,2,1,試合終了,,,,,,
,2024-06-30,,2024-06-30 18:33,埼玉,浦和,磐田,3,0,試合終了,,,,,,
,2024-06-30,,2024-06-30 18:34,味スタ,FC東京,福岡,0,1,試合終了,,,,,,
,2024-06-30,,2024-06-30 19:03,レモンＳ,湘南,京都,0,1,試合終了,,,,,,
,2024-06-30,,2024-06-30 19:03,ノエスタ,神戸,鹿島,3,1,試合終了,,,,,,
,2024-06-30,,2024-06-30 19:04,駅スタ,鳥栖,柏,1,4,試合終了,,,,,,
,2024-07-03,,2024-07-03 19:03,ニッパツ,横浜FM,鳥栖,0,1,試合終了,,,,,,
,2024-07-05,,2024-07-05 19:03,Ｅピース,広島,神戸,1,3,試合終了,,,,,,
,2024-07-06,,2024-07-06 18:03,カシマ,鹿島,札幌,2,0,試合終了,,,,,,
,2024-07-06,,2024-07-06 18:03,Ｇスタ,町田,名古屋,1,0,試合終了,,,,,,
,2024-07-06,,2024-07-06 18:33,デンカＳ,新潟,鳥栖,3,4,試合終了,,,,,,
,2024-07-06,,2024-07-06 18:33,ヤマハ,磐田,川崎Ｆ,2,2,試合終了,,,,,,
,2024-07-06,,2024-07-06 18:43,味スタ,東京Ｖ,Ｃ大阪,1,1,試合終了,,,,,,
,2024-07-06,,2024-07-06 19:03,パナスタ,Ｇ大阪,横浜FM,4,0,試合終了,,,,,,
,2024-07-06,,2024-07-06 19:03,浦和駒場,浦和,湘南,2,3,試合終了,,,,,,
,2024-07-06,,2024-07-06 19:33,三協Ｆ柏,柏,FC東京,3,2,試合終了,,,,,,
,2024-07-07,,2024-07-07 19:04,ベススタ,福岡,京都,1,2,試合終了,,,,,,
,2024-07-13,,2024-07-13 14:03,プレド,札幌,神戸,1,1,試合終了,,,,,,
,2024-07-13,,2024-07-13 19:03,国立,FC東京,新潟,2,0,試合終了,,,,,,
,2024-07-14,,2024-07-14 18:03,味スタ,東京Ｖ,町田,0,1,試合終了,,,,,,
,2024-07-14,,2024-07-14 18:03,豊田ス,名古屋,柏,2,1,試合終了,,,,,,
,2024-07-14,,2024-07-14 18:33,サンガＳ,京都,浦和,0,0,試合終了,,,,,,
,2024-07-14,,2024-07-14 18:33,Ｅピース,広島,福岡,1,0,試合終了,,,,,,
,2024-07-14,,2024-07-14 19:04,Ｕ等々力,川崎Ｆ,Ｃ大阪,1,1,試合終了,,,,,,
,2024-07-14,,2024-07-14 19:03,レモンＳ,湘南,磐田,5,0,試合終了,,,,,,
,2024-07-14,,2024-07-14 19:03,駅スタ,鳥栖,Ｇ大阪,0,2,試合終了,,,,,,
,2024-07-14,,2024-07-14 19:33,日産ス,横浜FM,鹿島,4,1,試合終了,,,,,,
,2024-07-20,,2024-07-20 18:04,カシマ,鹿島,FC東京,2,1,試合終了,,,,,,
,2024-07-20,,2024-07-20 18:03,国立,町田,横浜FM,1,2,試合終了,,,,,,
,2024-07-20,,2024-07-20 19:03,埼玉,浦和,札幌,3,4,試合終了,,,,,,
,2024-07-20,,2024-07-20 19:03,三協Ｆ柏,柏,川崎Ｆ,2,3,試合終了,,,,,,
,2024-07-20,,2024-07-20 19:03,ヤマハ,磐田,京都,1,2,試合終了,,,,,,
,2024-07-20,,2024-07-20 19:03,パナスタ,Ｇ大阪,湘南,0,1,試合終了,,,,,,
,2024-07-20,,2024-07-20 19:03,ヨドコウ,Ｃ大阪,新潟,1,2,試合終了,,,,,,
,2024-07-20,,2024-07-20 19:03,ノエスタ,神戸,名古屋,3,3,試合終了,,,,,,
,2024-07-20,,2024-07-20 19:03,ベススタ,福岡,東京Ｖ,0,1,試合終了,,,,,,
,2024-07-21,,2024-07-21 19:03,駅スタ,鳥栖,広島,1,4,試合終了,,,,,,
,2024-08-07,,2024-08-07 19:03,カシマ,鹿島,鳥栖,3,0,試合終了,,,,,,
,2024-08-07,,2024-08-07 19:03,味スタ,東京Ｖ,広島,0,1,試合終了,,,,,,
,2024-08-07,,2024-08-07 19:03,Ｕ等々力,川崎Ｆ,神戸,3,0,試合終了,,,,,,
,2024-08-07,,2024-08-07 19:03,レモンＳ,湘南,福岡,1,1,試合終了,,,,,,
,2024-08-07,,2024-08-07 19:03,デンカＳ,新潟,磐田,2,2,試合終了,,,,,,
,2024-08-07,,2024-08-07 19:03,サンガＳ,京都,名古屋,3,2,試合終了,,,,,,
,2024-08-07,,2024-08-07 19:03,パナスタ,Ｇ大阪,FC東京,0,0,試合終了,,,,,,
,2024-08-07,,2024-08-07 19:03,ヨドコウ,Ｃ大阪,町田,0,0,試合終了,,,,,,
,2024-08-07,,2024-08-07 19:33,日産ス,横浜FM,札幌,3,2,試合終了,,,,,,
,2024-08-10,,2024-08-10 14:01,プレド,札幌,福岡,2,2,試合終了,,,,,,
