節,match_id,datetime,home_team,away_team,home_score,away_score,home_advantage_diff,is_home_advantage_positive,prob_home_win,prob_draw,prob_away_win,predicted_highest_prob_result,actual_result,is_correct,predicted_result,elo_diff_for_prob,round_key,P1_label,P2_label,P3_label,P1_prob,P2_prob,P3_prob,maxP,margin12,is_close,pred_label,elo_abs,p_draw,actual_norm,p_actual,surprise
第２節第１日,j2_2026_02141403_群馬_八戸,2026-02-14 14:03:00,群馬,八戸,0.0,1.0,-3.0,False,,,,,A,0.0,,-3.0,第２節第１日,H,D,A,,,,,,False,,3.0,,A,,
第２節第１日,j2_2026_02141403_横浜FC_仙台,2026-02-14 14:03:00,横浜FC,仙台,0.0,1.0,-3.0,False,,,,,A,0.0,,-3.0,第２節第１日,H,D,A,,,,,,False,,3.0,,A,,
第２節第１日,j2_2026_02141403_湘南_相模原,2026-02-14 14:03:00,湘南,相模原,4.0,0.0,1.5,True,,,,,H,0.0,,1.5,第２節第１日,H,D,A,,,,,,False,,1.5,,H,,
第２節第１日,j2_2026_02141403_大宮_札幌,2026-02-14 14:03:00,大宮,札幌,3.0,2.0,3.0,True,0.59,0.221,0.19,H,H,1.0,H,3.0,第２節第１日,H,D,A,0.59,0.221,0.19,0.59,0.369,False,H,3.0,0.221,H,0.59,0.527632742082372
第２節第１日,j2_2026_02141403_藤枝_松本,2026-02-14 14:03:00,藤枝,松本,2.0,0.0,1.5,True,,,,,H,0.0,,1.5,第２節第１日,H,D,A,,,,,,False,,1.5,,H,,
第２節第１日,j2_2026_02141403_甲府_長野,2026-02-14 14:03:00,甲府,長野,2.0,0.0,3.0,True,,,,,H,0.0,,3.0,第２節第１日,H,D,A,,,,,,False,,3.0,,H,,
第２節第１日,j2_2026_02141403_奈良_今治,2026-02-14 14:03:00,奈良,今治,1.0,0.0,1.5,True,,,,,H,0.0,,1.5,第２節第１日,H,D,A,,,,,,False,,1.5,,H,,
第２節第２日,j2_2026_02151403_栃木Ｃ_秋田,2026-02-15 14:03:00,栃木Ｃ,秋田,0.0,1.0,-3.0,False,,,,,A,0.0,,-3.0,第２節第２日,H,D,A,,,,,,False,,3.0,,A,,
第２節第２日,j2_2026_02151404_栃木SC_山形,2026-02-15 14:04:00,栃木SC,山形,1.0,2.0,-3.0,False,,,,,A,0.0,,-3.0,第２節第２日,H,D,A,,,,,,False,,3.0,,A,,
第２節第２日,j2_2026_02151303_いわき_福島,2026-02-15 13:03:00,いわき,福島,3.0,1.0,3.0,True,,,,,H,0.0,,3.0,第２節第２日,H,D,A,,,,,,False,,3.0,,H,,
第２節第２日,j2_2026_02151404_岐阜_磐田,2026-02-15 14:04:00,岐阜,磐田,2.0,1.0,3.0,True,,,,,H,0.0,,3.0,第２節第２日,H,D,A,,,,,,False,,3.0,,H,,
第２節第２日,j2_2026_02151403_FC大阪_高知,2026-02-15 14:03:00,FC大阪,高知,,,0.0,False,,,,,,0.0,,0.0,第２節第２日,H,D,A,,,,,,False,,0.0,,,,
第２節第２日,j2_2026_02151403_讃岐_富山,2026-02-15 14:03:00,讃岐,富山,1.0,5.0,-1.5,False,,,,,A,0.0,,-1.5,第２節第２日,H,D,A,,,,,,False,,1.5,,A,,
第２節第２日,j2_2026_02151403_徳島_新潟,2026-02-15 14:03:00,徳島,新潟,4.0,0.0,1.5,True,,,,,H,0.0,,1.5,第２節第２日,H,D,A,,,,,,False,,1.5,,H,,
第２節第２日,j2_2026_02151403_愛媛_金沢,2026-02-15 14:03:00,愛媛,金沢,,,0.0,False,,,,,,0.0,,0.0,第２節第２日,H,D,A,,,,,,False,,0.0,,,,
第２節第１日,j2_2026_02151403_大分_北九州,2026-02-15 14:03:00,大分,北九州,2.0,0.0,3.0,True,,,,,H,0.0,,3.0,第２節第１日,H,D,A,,,,,,False,,3.0,,H,,
第２節第１日,j2_2026_02151403_鹿児島_琉球,2026-02-15 14:03:00,鹿児島,琉球,3.0,1.0,1.5,True,,,,,H,0.0,,1.5,第２節第１日,H,D,A,,,,,,False,,1.5,,H,,
第２節第１日,j2_2026_02151403_鳥栖_熊本,2026-02-15 14:03:00,鳥栖,熊本,,,0.0,False,0.362,0.258,0.38,A,,0.0,A,0.0,第２節第１日,A,H,D,0.38,0.362,0.258,0.38,0.018000000000000016,True,A,0.0,0.258,,,
第２節第１日,j2_2026_02151403_山口_滋賀,2026-02-15 14:03:00,山口,滋賀,2.0,1.0,3.0,True,,,,,H,0.0,,3.0,第２節第１日,H,D,A,,,,,,False,,3.0,,H,,
第２節第１日,j2_2026_02151404_宮崎_鳥取,2026-02-15 14:04:00,宮崎,鳥取,3.0,1.0,1.5,True,,,,,H,0.0,,1.5,第２節第１日,H,D,A,,,,,,False,,1.5,,H,,
第３節第１日,j2_2026_02211400_群馬_山形,2026-02-21 14:00:00,群馬,山形,,,-3.0,False,,,,,,0.0,,-3.0,第３節第１日,H,D,A,,,,,,False,,3.0,,,,
第３節第１日,j2_2026_02211400_湘南_八戸,2026-02-21 14:00:00,湘南,八戸,,,-1.5,False,,,,,,0.0,,-1.5,第３節第１日,H,D,A,,,,,,False,,1.5,,,,
第３節第１日,j2_2026_02211400_相模原_秋田,2026-02-21 14:00:00,相模原,秋田,,,-3.0,False,,,,,,0.0,,-3.0,第３節第１日,H,D,A,,,,,,False,,3.0,,,,
第３節第１日,j2_2026_02211400_大宮_福島,2026-02-21 14:00:00,大宮,福島,,,3.0,True,,,,,,0.0,,3.0,第３節第１日,H,D,A,,,,,,False,,3.0,,,,
第３節第１日,j2_2026_02211400_長野_札幌,2026-02-21 14:00:00,長野,札幌,,,0.0,False,,,,,,0.0,,0.0,第３節第１日,H,D,A,,,,,,False,,0.0,,,,
第３節第１日,j2_2026_02211400_磐田_松本,2026-02-21 14:00:00,磐田,松本,,,0.0,False,,,,,,0.0,,0.0,第３節第１日,H,D,A,,,,,,False,,0.0,,,,
第３節第１日,j2_2026_02211400_藤枝_甲府,2026-02-21 14:00:00,藤枝,甲府,,,1.5,True,0.431,0.25,0.32,H,,0.0,H,1.5,第３節第１日,H,A,D,0.431,0.32,0.25,0.431,0.11099999999999999,False,H,1.5,0.25,,,
第３節第１日,j2_2026_02211400_奈良_愛媛,2026-02-21 14:00:00,奈良,愛媛,,,1.5,True,,,,,,0.0,,1.5,第３節第１日,H,D,A,,,,,,False,,1.5,,,,
第３節第１日,j2_2026_02211400_宮崎_鳥栖,2026-02-21 14:00:00,宮崎,鳥栖,,,3.0,True,,,,,,0.0,,3.0,第３節第１日,H,D,A,,,,,,False,,3.0,,,,
第３節第１日,j2_2026_02211400_琉球_滋賀,2026-02-21 14:00:00,琉球,滋賀,,,0.0,False,,,,,,0.0,,0.0,第３節第１日,H,D,A,,,,,,False,,0.0,,,,
第３節第２日,j2_2026_02221400_栃木SC_仙台,2026-02-22 14:00:00,栃木SC,仙台,,,-3.0,False,,,,,,0.0,,-3.0,第３節第２日,H,D,A,,,,,,False,,3.0,,,,
第３節第２日,j2_2026_02221400_横浜FC_栃木Ｃ,2026-02-22 14:00:00,横浜FC,栃木Ｃ,,,0.0,False,,,,,,0.0,,0.0,第３節第２日,H,D,A,,,,,,False,,0.0,,,,
第３節第２日,j2_2026_02221400_岐阜_いわき,2026-02-22 14:00:00,岐阜,いわき,,,3.0,True,,,,,,0.0,,3.0,第３節第２日,H,D,A,,,,,,False,,3.0,,,,
第３節第２日,j2_2026_02221400_讃岐_新潟,2026-02-22 14:00:00,讃岐,新潟,,,-1.5,False,,,,,,0.0,,-1.5,第３節第２日,H,D,A,,,,,,False,,1.5,,,,
第３節第２日,j2_2026_02221400_徳島_富山,2026-02-22 14:00:00,徳島,富山,,,1.5,True,0.514,0.235,0.251,H,,0.0,H,1.5,第３節第２日,H,A,D,0.514,0.251,0.235,0.514,0.263,False,H,1.5,0.235,,,
第３節第２日,j2_2026_02221400_今治_FC大阪,2026-02-22 14:00:00,今治,FC大阪,,,0.0,False,,,,,,0.0,,0.0,第３節第２日,H,D,A,,,,,,False,,0.0,,,,
第３節第２日,j2_2026_02221400_高知_金沢,2026-02-22 14:00:00,高知,金沢,,,3.0,True,,,,,,0.0,,3.0,第３節第２日,H,D,A,,,,,,False,,3.0,,,,
第３節第２日,j2_2026_02221300_熊本_北九州,2026-02-22 13:00:00,熊本,北九州,,,3.0,True,,,,,,0.0,,3.0,第３節第２日,H,D,A,,,,,,False,,3.0,,,,
第３節第２日,j2_2026_02221400_大分_鳥取,2026-02-22 14:00:00,大分,鳥取,,,1.5,True,,,,,,0.0,,1.5,第３節第２日,H,D,A,,,,,,False,,1.5,,,,
第３節第２日,j2_2026_02221400_鹿児島_山口,2026-02-22 14:00:00,鹿児島,山口,,,1.5,True,,,,,,0.0,,1.5,第３節第２日,H,D,A,,,,,,False,,1.5,,,,
第４節第１日,j2_2026_02281300_仙台_八戸,2026-02-28 13:00:00,仙台,八戸,,,-3.0,False,,,,,,0.0,,-3.0,第４節第１日,H,D,A,,,,,,False,,3.0,,,,
第４節第１日,j2_2026_02281400_栃木Ｃ_湘南,2026-02-28 14:00:00,栃木Ｃ,湘南,,,0.0,False,,,,,,0.0,,0.0,第４節第１日,H,D,A,,,,,,False,,0.0,,,,
第４節第１日,j2_2026_02281400_群馬_秋田,2026-02-28 14:00:00,群馬,秋田,,,-3.0,False,,,,,,0.0,,-3.0,第４節第１日,H,D,A,,,,,,False,,3.0,,,,
第４節第１日,j2_2026_02281400_札幌_岐阜,2026-02-28 14:00:00,札幌,岐阜,,,-3.0,False,,,,,,0.0,,-3.0,第４節第１日,H,D,A,,,,,,False,,3.0,,,,
第４節第１日,j2_2026_02281400_甲府_松本,2026-02-28 14:00:00,甲府,松本,,,3.0,True,,,,,,0.0,,3.0,第４節第１日,H,D,A,,,,,,False,,3.0,,,,
第４節第１日,j2_2026_02281400_長野_大宮,2026-02-28 14:00:00,長野,大宮,,,0.0,False,,,,,,0.0,,0.0,第４節第１日,H,D,A,,,,,,False,,0.0,,,,
第４節第１日,j2_2026_02281400_磐田_福島,2026-02-28 14:00:00,磐田,福島,,,0.0,False,,,,,,0.0,,0.0,第４節第１日,H,D,A,,,,,,False,,0.0,,,,
第４節第１日,j2_2026_02281400_富山_FC大阪,2026-02-28 14:00:00,富山,FC大阪,,,0.0,False,,,,,,0.0,,0.0,第４節第１日,H,D,A,,,,,,False,,0.0,,,,
第４節第１日,j2_2026_02281600_愛媛_徳島,2026-02-28 16:00:00,愛媛,徳島,,,-3.0,False,0.144,0.208,0.649,A,,0.0,A,-3.0,第４節第１日,A,D,H,0.649,0.208,0.144,0.649,0.44100000000000006,False,A,3.0,0.208,,,
第４節第１日,j2_2026_02281400_北九州_滋賀,2026-02-28 14:00:00,北九州,滋賀,,,0.0,False,,,,,,0.0,,0.0,第４節第１日,H,D,A,,,,,,False,,0.0,,,,
第４節第１日,j2_2026_02281400_鳥栖_鹿児島,2026-02-28 14:00:00,鳥栖,鹿児島,,,0.0,False,,,,,,0.0,,0.0,第４節第１日,H,D,A,,,,,,False,,0.0,,,,
第４節第１日,j2_2026_02281400_琉球_宮崎,2026-02-28 14:00:00,琉球,宮崎,,,-3.0,False,,,,,,0.0,,-3.0,第４節第１日,H,D,A,,,,,,False,,3.0,,,,
第４節第２日,j2_2026_03011400_栃木SC_横浜FC,2026-03-01 14:00:00,栃木SC,横浜FC,,,0.0,False,,,,,,0.0,,0.0,第４節第２日,H,D,A,,,,,,False,,0.0,,,,
第４節第２日,j2_2026_03011400_相模原_山形,2026-03-01 14:00:00,相模原,山形,,,-3.0,False,,,,,,0.0,,-3.0,第４節第２日,H,D,A,,,,,,False,,3.0,,,,
第４節第２日,j2_2026_03011400_いわき_藤枝,2026-03-01 14:00:00,いわき,藤枝,,,3.0,True,0.624,0.213,0.163,H,,0.0,H,3.0,第４節第２日,H,D,A,0.624,0.213,0.163,0.624,0.41100000000000003,False,H,3.0,0.213,,,
第４節第２日,j2_2026_03011400_金沢_讃岐,2026-03-01 14:00:00,金沢,讃岐,,,-3.0,False,,,,,,0.0,,-3.0,第４節第２日,H,D,A,,,,,,False,,3.0,,,,
第４節第２日,j2_2026_03011400_今治_新潟,2026-03-01 14:00:00,今治,新潟,,,-1.5,False,,,,,,0.0,,-1.5,第４節第２日,H,D,A,,,,,,False,,1.5,,,,
第４節第２日,j2_2026_03011400_高知_奈良,2026-03-01 14:00:00,高知,奈良,,,3.0,True,,,,,,0.0,,3.0,第４節第２日,H,D,A,,,,,,False,,3.0,,,,
第４節第２日,j2_2026_03011300_山口_鳥取,2026-03-01 13:00:00,山口,鳥取,,,1.5,True,,,,,,0.0,,1.5,第４節第２日,H,D,A,,,,,,False,,1.5,,,,
第４節第２日,j2_2026_03011300_熊本_大分,2026-03-01 13:00:00,熊本,大分,,,3.0,True,0.582,0.222,0.196,H,,0.0,H,3.0,第４節第２日,H,D,A,0.582,0.222,0.196,0.582,0.36,False,H,3.0,0.222,,,
第５節第１日,j2_2026_03061900_FC大阪_奈良,2026-03-06 19:00:00,FC大阪,奈良,,,0.0,False,,,,,,0.0,,0.0,第５節第１日,H,D,A,,,,,,False,,0.0,,,,
第５節第１日,j2_2026_03071400_仙台_湘南,2026-03-07 14:00:00,仙台,湘南,,,0.0,False,,,,,,0.0,,0.0,第５節第１日,H,D,A,,,,,,False,,0.0,,,,
第５節第１日,j2_2026_03071400_いわき_大宮,2026-03-07 14:00:00,いわき,大宮,,,3.0,True,0.573,0.224,0.203,H,,0.0,H,3.0,第５節第１日,H,D,A,0.573,0.224,0.203,0.573,0.349,False,H,3.0,0.224,,,
第５節第１日,j2_2026_03071400_松本_札幌,2026-03-07 14:00:00,松本,札幌,,,0.0,False,,,,,,0.0,,0.0,第５節第１日,H,D,A,,,,,,False,,0.0,,,,
第５節第１日,j2_2026_03071400_藤枝_磐田,2026-03-07 14:00:00,藤枝,磐田,,,1.5,True,0.481,0.241,0.278,D,,0.0,D,1.5,第５節第１日,H,A,D,0.481,0.278,0.241,0.481,0.20299999999999996,False,H,1.5,0.241,,,
第５節第２日,j2_2026_03071400_新潟_高知,2026-03-07 14:00:00,新潟,高知,,,0.0,False,,,,,,0.0,,0.0,第５節第２日,H,D,A,,,,,,False,,0.0,,,,
第５節第１日,j2_2026_03071400_山口_鳥栖,2026-03-07 14:00:00,山口,鳥栖,,,3.0,True,0.567,0.225,0.208,H,,0.0,H,3.0,第５節第１日,H,D,A,0.567,0.225,0.208,0.567,0.34199999999999997,False,H,3.0,0.225,,,
第５節第１日,j2_2026_03071400_北九州_宮崎,2026-03-07 14:00:00,北九州,宮崎,,,-3.0,False,,,,,,0.0,,-3.0,第５節第１日,H,D,A,,,,,,False,,3.0,,,,
第５節第２日,j2_2026_03081300_八戸_横浜FC,2026-03-08 13:00:00,八戸,横浜FC,,,0.0,False,,,,,,0.0,,0.0,第５節第２日,H,D,A,,,,,,False,,0.0,,,,
第５節第２日,j2_2026_03081400_山形_秋田,2026-03-08 14:00:00,山形,秋田,,,-3.0,False,0.204,0.224,0.572,A,,0.0,A,-3.0,第５節第２日,A,D,H,0.572,0.224,0.204,0.572,0.348,False,A,3.0,0.224,,,
第５節第２日,j2_2026_03081400_栃木Ｃ_群馬,2026-03-08 14:00:00,栃木Ｃ,群馬,,,0.0,False,,,,,,0.0,,0.0,第５節第２日,H,D,A,,,,,,False,,0.0,,,,
第５節第２日,j2_2026_03081400_相模原_栃木SC,2026-03-08 14:00:00,相模原,栃木SC,,,0.0,False,,,,,,0.0,,0.0,第５節第２日,H,D,A,,,,,,False,,0.0,,,,
第５節第２日,j2_2026_03081400_福島_長野,2026-03-08 14:00:00,福島,長野,,,0.0,False,,,,,,0.0,,0.0,第５節第２日,H,D,A,,,,,,False,,0.0,,,,
第５節第２日,j2_2026_03081400_岐阜_甲府,2026-03-08 14:00:00,岐阜,甲府,,,3.0,True,,,,,,0.0,,3.0,第５節第２日,H,D,A,,,,,,False,,3.0,,,,
第５節第３日,j2_2026_03081400_富山_愛媛,2026-03-08 14:00:00,富山,愛媛,,,0.0,False,0.425,0.251,0.324,H,,0.0,H,0.0,第５節第３日,H,A,D,0.425,0.324,0.251,0.425,0.10099999999999998,False,H,0.0,0.251,,,
第５節第３日,j2_2026_03081400_金沢_徳島,2026-03-08 14:00:00,金沢,徳島,,,-3.0,False,,,,,,0.0,,-3.0,第５節第３日,H,D,A,,,,,,False,,3.0,,,,
第５節第３日,j2_2026_03081400_讃岐_今治,2026-03-08 14:00:00,讃岐,今治,,,0.0,False,,,,,,0.0,,0.0,第５節第３日,H,D,A,,,,,,False,,0.0,,,,
第５節第２日,j2_2026_03081400_滋賀_熊本,2026-03-08 14:00:00,滋賀,熊本,,,0.0,False,,,,,,0.0,,0.0,第５節第２日,H,D,A,,,,,,False,,0.0,,,,
第５節第２日,j2_2026_03081400_鳥取_琉球,2026-03-08 14:00:00,鳥取,琉球,,,0.0,False,,,,,,0.0,,0.0,第５節第２日,H,D,A,,,,,,False,,0.0,,,,
第５節第２日,j2_2026_03081400_大分_鹿児島,2026-03-08 14:00:00,大分,鹿児島,,,3.0,True,,,,,,0.0,,3.0,第５節第２日,H,D,A,,,,,,False,,3.0,,,,
第６節第１日,j2_2026_03141400_仙台_相模原,2026-03-14 14:00:00,仙台,相模原,,,0.0,False,,,,,,0.0,,0.0,第６節第１日,H,D,A,,,,,,False,,0.0,,,,
第６節第１日,j2_2026_03141400_湘南_山形,2026-03-14 14:00:00,湘南,山形,,,-1.5,False,,,,,,0.0,,-1.5,第６節第１日,H,D,A,,,,,,False,,1.5,,,,
第６節第１日,j2_2026_03141400_大宮_藤枝,2026-03-14 14:00:00,大宮,藤枝,,,3.0,True,0.648,0.208,0.144,H,,0.0,H,3.0,第６節第１日,H,D,A,0.648,0.208,0.144,0.648,0.44000000000000006,False,H,3.0,0.208,,,
第６節第１日,j2_2026_03141400_甲府_いわき,2026-03-14 14:00:00,甲府,いわき,,,3.0,True,0.575,0.224,0.201,H,,0.0,H,3.0,第６節第１日,H,D,A,0.575,0.224,0.201,0.575,0.351,False,H,3.0,0.224,,,
第６節第１日,j2_2026_03141400_長野_松本,2026-03-14 14:00:00,長野,松本,,,0.0,False,,,,,,0.0,,0.0,第６節第１日,H,D,A,,,,,,False,,0.0,,,,
第６節第１日,j2_2026_03141400_磐田_札幌,2026-03-14 14:00:00,磐田,札幌,,,0.0,False,0.411,0.253,0.336,D,,0.0,D,0.0,第６節第１日,H,A,D,0.411,0.336,0.253,0.411,0.07499999999999996,False,H,0.0,0.253,,,
第６節第１日,j2_2026_03141300_高知_今治,2026-03-14 13:00:00,高知,今治,,,3.0,True,,,,,,0.0,,3.0,第６節第１日,H,D,A,,,,,,False,,3.0,,,,
第６節第１日,j2_2026_03141400_奈良_新潟,2026-03-14 14:00:00,奈良,新潟,,,0.0,False,,,,,,0.0,,0.0,第６節第１日,H,D,A,,,,,,False,,0.0,,,,
第６節第１日,j2_2026_03141400_鳥栖_北九州,2026-03-14 14:00:00,鳥栖,北九州,,,0.0,False,,,,,,0.0,,0.0,第６節第１日,H,D,A,,,,,,False,,0.0,,,,
第６節第１日,j2_2026_03141400_宮崎_大分,2026-03-14 14:00:00,宮崎,大分,,,3.0,True,,,,,,0.0,,3.0,第６節第１日,H,D,A,,,,,,False,,3.0,,,,
第６節第１日,j2_2026_03141400_琉球_山口,2026-03-14 14:00:00,琉球,山口,,,0.0,False,,,,,,0.0,,0.0,第６節第１日,H,D,A,,,,,,False,,0.0,,,,
第６節第２日,j2_2026_03151300_八戸_栃木Ｃ,2026-03-15 13:00:00,八戸,栃木Ｃ,,,0.0,False,,,,,,0.0,,0.0,第６節第２日,H,D,A,,,,,,False,,0.0,,,,
第６節第２日,j2_2026_03151300_秋田_栃木SC,2026-03-15 13:00:00,秋田,栃木SC,,,0.0,False,,,,,,0.0,,0.0,第６節第２日,H,D,A,,,,,,False,,0.0,,,,
第６節第２日,j2_2026_03151400_横浜FC_群馬,2026-03-15 14:00:00,横浜FC,群馬,,,0.0,False,,,,,,0.0,,0.0,第６節第２日,H,D,A,,,,,,False,,0.0,,,,
第６節第２日,j2_2026_03151900_岐阜_福島,2026-03-15 19:00:00,岐阜,福島,,,3.0,True,,,,,,0.0,,3.0,第６節第２日,H,D,A,,,,,,False,,3.0,,,,
第６節第２日,j2_2026_03151305_富山_金沢,2026-03-15 13:05:00,富山,金沢,,,0.0,False,,,,,,0.0,,0.0,第６節第２日,H,D,A,,,,,,False,,0.0,,,,
第６節第２日,j2_2026_03151400_徳島_讃岐,2026-03-15 14:00:00,徳島,讃岐,,,0.0,False,,,,,,0.0,,0.0,第６節第２日,H,D,A,,,,,,False,,0.0,,,,
第６節第２日,j2_2026_03151400_愛媛_FC大阪,2026-03-15 14:00:00,愛媛,FC大阪,,,0.0,False,,,,,,0.0,,0.0,第６節第２日,H,D,A,,,,,,False,,0.0,,,,
第６節第２日,j2_2026_03151300_熊本_鳥取,2026-03-15 13:00:00,熊本,鳥取,,,1.5,True,,,,,,0.0,,1.5,第６節第２日,H,D,A,,,,,,False,,1.5,,,,
第６節第２日,j2_2026_03151400_鹿児島_滋賀,2026-03-15 14:00:00,鹿児島,滋賀,,,1.5,True,,,,,,0.0,,1.5,第６節第２日,H,D,A,,,,,,False,,1.5,,,,
第７節第１日,j2_2026_03201400_群馬_湘南,2026-03-20 14:00:00,群馬,湘南,,,0.0,False,,,,,,0.0,,0.0,第７節第１日,H,D,A,,,,,,False,,0.0,,,,
第７節第１日,j2_2026_03201400_新潟_富山,2026-03-20 14:00:00,新潟,富山,,,-1.5,False,,,,,,0.0,,-1.5,第７節第１日,H,D,A,,,,,,False,,1.5,,,,
第７節第２日,j2_2026_03211400_秋田_八戸,2026-03-21 14:00:00,秋田,八戸,,,-3.0,False,,,,,,0.0,,-3.0,第７節第２日,H,D,A,,,,,,False,,3.0,,,,
第７節第２日,j2_2026_03211400_相模原_横浜FC,2026-03-21 14:00:00,相模原,横浜FC,,,0.0,False,,,,,,0.0,,0.0,第７節第２日,H,D,A,,,,,,False,,0.0,,,,
第７節第１日,j2_2026_03211400_札幌_甲府,2026-03-21 14:00:00,札幌,甲府,,,0.0,False,0.229,0.23,0.541,A,,0.0,A,0.0,第７節第１日,A,D,H,0.541,0.23,0.229,0.541,0.31100000000000005,False,A,0.0,0.23,,,
第７節第１日,j2_2026_03211400_福島_藤枝,2026-03-21 14:00:00,福島,藤枝,,,0.0,False,,,,,,0.0,,0.0,第７節第１日,H,D,A,,,,,,False,,0.0,,,,
第７節第１日,j2_2026_03211400_松本_岐阜,2026-03-21 14:00:00,松本,岐阜,,,-3.0,False,,,,,,0.0,,-3.0,第７節第１日,H,D,A,,,,,,False,,3.0,,,,
第７節第１日,j2_2026_03211400_長野_いわき,2026-03-21 14:00:00,長野,いわき,,,0.0,False,,,,,,0.0,,0.0,第７節第１日,H,D,A,,,,,,False,,0.0,,,,
第７節第１日,j2_2026_03211400_磐田_大宮,2026-03-21 14:00:00,磐田,大宮,,,0.0,False,0.268,0.239,0.493,A,,0.0,A,0.0,第７節第１日,A,H,D,0.493,0.268,0.239,0.493,0.22499999999999998,False,A,0.0,0.239,,,
