match_id,home_team,away_team,actual_result,predicted_result_main,predicted_result,prob_home_win,prob_draw,prob_away_win,draw_gap,match_type,lab_basis_hint,lab_mix_draw,lab_draw_support_score,d_score_total
j1_2026_04241903_FC東京_水戸,FC東京,水戸,H,H,A,0.331510494449179,0.3644208650688543,0.3040686404819668,-0.0329103706196752,home_strong,side_strong,0.4112167657479513,0.4735897159700231,0.5731404464539518
j1_2026_04251833_長崎_Ｇ大阪,長崎,Ｇ大阪,D,A,A,0.2432018885783238,0.3768708660960896,0.3799272453255864,0.0030563792294968,away_strong,basis_balanced,0.5099213482659751,0.543843738699896,0.6379961932435506
j1_2026_04291403_神戸_Ｃ大阪,神戸,Ｃ大阪,D,A,A,0.2934337282932502,0.393966243897176,0.3126000278095737,-0.0813662160876023,home_strong,draw_compressed,0.5691272915049128,0.5773297729907965,0.4994366371803898
j1_2026_04291503_京都_Ｇ大阪,京都,Ｇ大阪,D,A,A,0.2527276153112205,0.3923644684273603,0.3549079162614192,-0.037456552165941,away_strong,split_side,0.5442940748046949,0.5653984919172302,0.5589295616506239
j1_2026_04291603_柏_FC東京,柏,FC東京,A,A,A,0.2515498256054842,0.3936943410252705,0.3547558333692453,-0.0389385076560251,away_strong,basis_balanced,0.4889157520421414,0.5441357611422704,0.5564125977321228
j1_2026_04291603_水戸_町田,水戸,町田,D,D,A,0.2483994096290221,0.3775111496761991,0.3740894406947787,-0.0034217089814203,away_strong,basis_balanced,0.514659614555279,0.5490376027641762,0.6095391015285584
j1_2026_05021403_京都_清水,京都,清水,A,D,A,0.2730773814266393,0.3929740973489063,0.3339485212244543,-0.059025576124452,signal_conflict,basis_balanced,0.5582014030442262,0.5555527062411302,0.5295352817444773
j1_2026_05021404_FC東京_川崎Ｆ,FC東京,川崎Ｆ,H,H,A,0.3236101398878385,0.3754082783312974,0.300981581780864,-0.0517981384434589,home_strong,basis_balanced,0.441142932422104,0.4850243482426665,0.5439451699018366
j1_2026_05021503_Ｇ大阪_神戸,Ｇ大阪,神戸,H,A,A,0.2553392573280862,0.4035868366702891,0.3410739060016247,-0.0625129306686644,away_strong,draw_compressed,0.5768210223389317,0.5906932311032708,0.5209709834313979
j1_2026_05021603_浦和_千葉,浦和,千葉,H,H,A,0.3258382032081001,0.366866816685132,0.3072949801067679,-0.0410286134770319,home_strong,basis_balanced,0.4331752533664477,0.4833426877843536,0.5609484523039181
j1_2026_05031403_東京Ｖ_柏,東京Ｖ,柏,H,D,A,0.2773259409561053,0.380471223021082,0.3422028360228126,-0.0382683869982694,signal_conflict,draw_compressed,0.5313466618756035,0.5700148014881048,0.5620663375928154
j1_2026_05031603_鹿島_町田,鹿島,町田,D,A,A,0.2953866988409251,0.3902637168888447,0.3143495842702302,-0.0759141326186145,home_strong,draw_compressed,0.5640100012581822,0.5983937299826064,0.5060849793272393
j1_2026_05031703_長崎_名古屋,長崎,名古屋,A,D,A,0.2478508105617577,0.3780300205412196,0.3741191688970226,-0.0039108516441969,away_strong,basis_balanced,0.4587010146308806,0.5114483464225114,0.608679601961723
j1_2026_05061403_福岡_京都,福岡,京都,D,A,A,0.2686183809885856,0.3982332071574775,0.3331484118539367,-0.0650847953035408,away_strong,basis_balanced,0.5299302620933289,0.5563637365008295,0.5194492784332124
j1_2026_05061603_町田_横浜FM,町田,横浜FM,H,A,A,0.3107593516041935,0.3729814750223733,0.3162591733734331,-0.0567223016489402,home_strong,basis_balanced,0.5108917365415225,0.5511223456140206,0.5370067593315875
j1_2026_05091403_水戸_浦和,水戸,浦和,A,D,A,0.2604968030737082,0.3842407971373394,0.3552623997889523,-0.0289783973483871,neutral,basis_balanced,0.4684243581703257,0.5023582715578101,0.5734217572075465
j1_2026_05101403_神戸_岡山,神戸,岡山,A,A,A,0.3124196609038304,0.3585698368841178,0.3290105022120518,-0.0295593346720659,home_strong,basis_balanced,0.5201457909588426,0.5471257278939229,0.5782938014448793
j1_2026_05101503_FC東京_東京Ｖ,FC東京,東京Ｖ,H,H,A,0.3121292341905218,0.3818053147251988,0.3060654510842794,-0.069676080534677,home_strong,basis_balanced,0.4837205883508265,0.5406835424112244,0.5166453196439351
j1_2026_05131903_町田_東京Ｖ,町田,東京Ｖ,D,A,A,0.2949813684353245,0.3929435432832141,0.3120750882814614,-0.0808684550017526,home_strong,draw_compressed,0.54286046008582,0.5652446243009394,0.4996161392283081
